Handle,Title,"Body (HTML)",Vendor,"Standardized Product Type","Custom Product Type",Published,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Price","Variant Compare At Price","Image Src"
scosche-magnetic-power-socket-mount-w-usb-charging-port,"SCOSCHE Magnetic Power Socket Mount W / Usb Charging Port","SCOSCHE Magnetic Power Socket Mount W / Usb Charging Port Magic Mount Magnetic Mount for Mobile Devices. Magic Mount™ is a new magnetic mounting system for conveniently mounting smartphones and more. Just hover your device near the magnetic surface and it instantly locks securely in place. Its sleek cradle-free design uses high-powered magnets to secure your device where you use them most. This smartphone car mount allows you to place your device at any angle for convenient viewing. On the road, at the office, at home, everywhere.",Shift,,,false,,,,,shopify,76,continue,159.00,59.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Screen_Shot_1941-01-29_at_2.31.22_PM_b3e91127-fe22-47f3-862f-3d3cfe797f8b_1080x1080_pad_ffffff.png.jpg?v=1645795345
scosche-magic-mount-elite-double-pivot-magnetic-smartphone,"SCOSCHE Magic Mount Elite Double Pivot Magnetic Smartphone","SCOSCHE Magic Mount Elite Double Pivot Magnetic Smartphone VERSATILE AND SECURE: Safely and quickly secure a mobile device to almost any flat non-metallic with the strong, automotive grade adhesive or use the included Magic Plate for flat, metal surfaces. STRONGEST DUAL MAGICMOUNTS AND MAGNETS: Extra powerful rare-earth neodymium top and bottom MagicMount's plus 30% stronger than our standard MagicMount magnets and still 100% mobile device safe. MILITARY GRADE DESIGN: The strong, military grade metal provides rugged strength and durability for years of use. OPTIMAL VIEWING ANGLE: The 4-Axis, 360-Degree adjustable dual-pivot system rotates, swivels and tilts to find the perfect position for an optimal view from almost any angle. COMPATIBLE WITH Pop Sockets Grip: The round Magic Plate is designed to fit inside a Pop Sockets grip cap to make the grip compatible with any MagicMount. WIRELESS COMPATIBLE: With the proper plate placement magnets will not interfere with Qi Wireless Charging Phones. BUY WITH CONFIDENCE: Backed by Scosche’s Lifetime Tech Support and Limited Lifetime Warranty",Shift,,,false,,,,,shopify,300,continue,159.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Screen_Shot_1941-01-29_at_2.17.14_PM_c46dd712-36c0-468a-998d-f47280652bda_1080x1080_pad_ffffff.png.jpg?v=1645795348
moshi-mini-display-port-to-hdmi-adapter-4k,"MOSHI Mini Display Port To Hdmi Adapter 4K","Ideal for connecting your Mac to a TV or monitor HDMI-compliant to support both Full HD (1080P) and Ultra HD (4K) displays Supports multi-channel digital audio output on compatible devices",Shift,,,false,,,,,shopify,83,continue,159.00,135.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/MOSHIMiniDisplayPortToHdmiAdapter4K_131d89b6-8c42-4dba-858f-e00a951daa08_1080x1080_pad_ffffff.jpg.jpg?v=1645795363
happy-plugs-deluxe-in-ear-headphones-gold,"Happy Plugs Deluxe In-Ear Headphones Gold","Add the best look, the best sound and the best price and you get the recipe that makes Happy Plugs Deluxe Edition, the world’s most unique headphones. Happy Plugs In-Ear Gold is simply a whole new headphone experience for your stylish everyday life. Jewelry and sound combined. Gold plated connector right-angled 3.5 mm gold plated connector for a high-quality connection stereo sound. Compatible with all phones and tablets. Microphone and remote Talk and control your music and calls. Audio 14,8 MM handmade drivers, frequency response 20 HZ-20KHZ, impedance 32+15%, sensitivity 110+3DB, max input power 10MW. In the box Earbuds with Remote and Mic and a user manual. FEATURES IN-EAR EARPHONE - These Happy Plugs earphones are fitted to be placed in your ear canal. They come with 3 pairs (S, M, and L) of silicone earbud covers so you can get the fit that is best for your ears. HIGH-QUALITY SOUND - In-ear earphones typically have drivers between 8 and 15 mm. Usually, the smaller the driver, the better the sound. These earbuds have 9 mm handmade driver units in each ear piece. MICROPHONE AND REMOTE - Life gets crazy and sometimes it can be pure chaos. Being able to use your phone hands-free just makes everything easier. The microphone makes life more convenient because you can talk on the phone while doing other things. DURABLE CORD - The connectivity technology of these earphones is wired. The wire is durable and sure to last. Use the Happy Plugs earphones while you’re running or working out, while you’re on the go, or while you binge-watch your fave show. COMPATIBILITY - Happy Plugs earphones are compatible with every device with an audio jack. These stylish earphones come with a 3.5 mm audio jack. That means they are compatible with your iPhone or Samsung or tablet, walkman, mp3 player.",Shift,,,false,,,,,shopify,3,continue,54.10,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/HAPPY_PLUGS_Deluxe_In-Ear_Headphones_-_Gold_d304f2eb-2b50-4a27-bb67-102e32646874_1080x1080_pad_ffffff.jpg.jpg?v=1647416728
dreamgear-charge-chat-bundle-for-ps4,"DREAMGEAR Charge & Chat Bundle for PS4","FEATURES: Charge up to 2 PS4 controllers simultaneously Led Charge Indicators for each controller Includes AC Adapter and 3m cable Charge and play simultaneously Broadcaster Headset with 1.2m cable which features inline volume and mute control Connects directly to your DUALSHOCK 4 controller Great for online gaming on the PlayStation Network",Shift,,,false,,,,,shopify,13,continue,39.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Screen_Shot_2019-08-10_at_9.50.45_PM_1d3df2b3-6fef-41c0-a123-3c4c29a64191_1080x1080_pad_ffffff.png.jpg?v=1645795375
catalyst-impact-protection-case-for-iphone-xs-x-coral,"CATALYST Impact Protection iPhone XS/X Case - Coral","Drop proof MIL-STD 810G 9.9ft (3m)* Non-slip Rubber Bumper Proprietary Impact Rubber Polymer Impact Truss Cushioning System Exposed face for direct touchscreen access Signature Rotating Mute Switch Toggle Slim Profile Clear Case Back Easy to Install/Remove Lanyard Attachment Wrist Lanyard Included",Shift,,,false,,,,,shopify,186,continue,150.00,32.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/CATALYSTImpactProtectionCaseforiPhoneXSX-Coral_a2b7efa0-a0f3-4bb4-88bf-8bb191aabceb_1080x1080_pad_ffffff.jpg.jpg?v=1645795380
casetify-iphone-xs-x-impact-case-take-a-bow,"CASETIFY iPhone XS iPhone X Impact Phone Case - Take a Bow","1.5mm slim and designed for a minimalist look and feel Smooth, hard exterior prevents light scratches, drops and dust Utilizes fewer raw materials and produces less waste The iPhone Snap Case Take a Bow is only 1.5mm slim and designed for a minimalist look and feel, while the extra lip protects your screen. The smooth, hard exterior shields your device from light scratches, drops and dust.",Shift,,,false,,,,,shopify,7,continue,159.00,38.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/iphone1_1080x1080_pad_ffffff.png.jpg?v=1650705673
casetify-iphone-xs-x-impact-case-boho-elephant,"CASETIFY iPhone XS iPhone X Impact Phone Case Boho Elephant","1.5mm slim and designed for a minimalist look and feel Smooth, hard exterior prevents light scratches, drops and dust Utilizes fewer raw materials and produces less waste The iPhone Snap Case Boho Elephant is only 1.5mm slim and designed for a minimalist look and feel, while the extra lip protects your screen. The smooth, hard exterior shields your device from light scratches, drops and dust.",Shift,,,false,,,,,shopify,147,continue,159.00,32.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Iphonecase4_1080x1080_pad_ffffff.png.jpg?v=1650704882
casetify-impact-case-take-a-bow-for-iphone-xr,"CASETIFY Impact Case - Take A Bow for iPhone XR","DUAL LAYER PROTECTION: Features a hybrid protective thin hard shell exterior and a soft rubber bumper to protect your device from all angles and keep your phone case sparkle. Beat the bulk. HIGH GLOSS FINISHING: Smooth, shiny and high gloss finish elevates your phone's look while keeping your case scratch-free. PLUG IN AND PLAY: You'll have easy access to all ports so you don't have to compromise the functionality of your device. DESIGNED TO WORK WITH WIRELESS CHARGERS: We want you to enjoy the convenience of wireless charging anywhere - without having to remove your phone cases. Our cases are built to withstand Qi, supporting the new standard of wireless charging.",Shift,,,false,,,,,shopify,14,continue,149.00,32.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/iphonewhite1_1080x1080_pad_ffffff.png.jpg?v=1650704603
casetify-impact-case-take-a-bow-for-iphone-xs-x,"CASETIFY  Impact Case - Take A Bow for iPhone XS/X","DUAL LAYER PROTECTION: Features a hybrid protective thin hard shell exterior and a soft rubber bumper to protect your device from all angles and keep your phone case sparkle. Beat the bulk. HIGH GLOSS FINISHING: Smooth, shiny and high gloss finish elevates your phone's look while keeping your case scratch-free. PLUG IN AND PLAY: You'll have easy access to all ports so you don't have to compromise the functionality of your device. DESIGNED TO WORK WITH WIRELESS CHARGERS:????We want you to enjoy the convenience of wireless charging anywhere - without having to remove your phone cases. Our cases are built to withstand Qi, supporting the new standard of wireless charging.",Shift,,,false,,,,,shopify,43,continue,149.00,18.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/4_3230de4b-6828-4143-a6e4-0363341fe135_1080x1080_pad_ffffff.png.jpg?v=1650542304
casemate-protection-collection-for-iphone-xr,"CASEMATE Protection Collection For iPhone XR","12 ft drop protection with 5 layers of protection 2 piece installation Refined metallic buttons Compatible with wireless charging",Shift,,,false,,,,,shopify,3,continue,149.00,18.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Capture1_1080x1080_pad_ffffff.png.jpg?v=1650541702
case-mate-waterfall-case-for-iphone-xs-x-purple,"CASE-MATE Waterfall iPhone XS/X Case Purple","Works with wireless charging. Military strength impact protection. Two-piece construction with a shock absorbing bumper. Anti-scratch technology. Refined metallic buttons. Contains a mineral oil to create the dynamic flowing glitter effect.",Shift,,,false,,,,,shopify,29,continue,49.29,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/CASE-MATEWaterfallCaseforiPhoneXSX-Purple_5da993d2-ff8e-48dd-a906-b6c466074714_1080x1080_pad_ffffff.jpg.jpg?v=1645795386
case-mate-waterfall-case-for-iphone-xs-x-iridescent,"CASE-MATE Waterfall Case for iPhone XS/X - Iridescent","Works with wireless charging. Military strength impact protection. Two-piece construction with a shock absorbing bumper. Anti-scratch technology. Refined metallic buttons. Contains a mineral oil to create the dynamic flowing glitter effect. Shake me, flip me, turn me (right round baby, right round)! Let the dynamic snow globe effect of this iPhone case captivate you with its cascading sparkle and tumbling glitter. Offering enhanced dual-layer protection with refined metallic button accents, this case has all the right moves.",Shift,,,false,,,,,shopify,34,continue,19.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/CM-CM0362621_c798bfe6-ecf8-4f97-92de-b89ffd0f6db4_1080x1080_pad_ffffff.png.jpg?v=1645795392
case-mate-waterfall-case-for-iphone-xs-x-black,"CASE-MATE Waterfall Case for iPhone XS/X - Black","Works with wireless charging. Military strength impact protection. Two-piece construction with a shock absorbing bumper. Anti-scratch technology. Refined metallic buttons. Contains a mineral oil to create the dynamic flowing glitter effect. Shake me, flip me, turn me (right round baby, right round)! Let the dynamic snow globe effect of this iPhone case captivate you with its cascading sparkle and tumbling glitter. Offering enhanced dual-layer protection with refined metallic button accents, this case has all the right moves.",Shift,,,false,,,,,shopify,113,continue,19.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/CM-CM0362641_5bd630aa-b194-4754-915a-75f433dcaa0c_1080x1080_pad_ffffff.png.jpg?v=1645795399
case-mate-waterfall-case-for-iphone-8-plus-7-iridescent-diamond,"CASE-MATE Waterfall Case For iPhone 8 Plus / 7 - Iridescent Diamond","Ultra slim, dual-layer design with protective bumper. Enhanced impact resistance and shock dispersion. Transparent smooth finish with anti-scratch technology. Metal button accents for a refined finish.",Shift,,,false,,,,,shopify,10,continue,149.00,18.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/CM-CM0346803_07ba4860-8cd3-4e1a-b78f-e0b61bc35253_1080x1080_pad_ffffff.png.jpg?v=1645795405
case-mate-samsung-galaxy-s9-plus-waterfall-iridescent,"CASE-MATE Samsung Galaxy S9 Plus  Waterfall - Iridescent","Behold the leading fashion case on the market! The dynamic snow globe effect of this Samsung Galaxy S9 Plus Waterfall case will captivate you with its cascading sparkle and tumbling glitter Offering enhanced protection and refined metallic button accents this case has all the right moves Military strength impact protection Refined metallic buttons Lifetime warranty Contains mineral oil to create the dynamic flowing glitter effect",Shift,,,false,,,,,shopify,10,continue,18.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/CM-CM0370001_6e302390-21bc-494a-aa3c-8f9c7a3e8c2b_1080x1080_pad_ffffff.png.jpg?v=1645795409
case-mate-protection-collection-for-iphone-xs-max-carbon-fiber,"CASE-MATE Protection Collection For iPhone XS Max - Carbon Fiber","12+ foot drop protection. 5 layers of protection. Compatible with wireless charging. Two-piece installation. Refined metallic buttons.",Shift,,,false,,,,,shopify,161,continue,19.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/CM-CM0378181_eb766f1c-e0fb-44d6-87ca-56930b3a5f43_1080x1080_pad_ffffff.png.jpg?v=1645795416
case-mate-karat-for-iphone-8-7-gold,"CASE-MATE Karat for iPhone 8 / 7 - Gold","Genuine gold foil highlights inlaid with a translucent finish. Ultra slim, dual-layer design with protective bumper. Color-coordinating metal button accents.",Shift,,,false,,,,,shopify,10,continue,149.00,18.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/CM-CM0346881_9753f814-f03d-4051-88f3-6411d3f9ec31_1080x1080_pad_ffffff.png.jpg?v=1645795418
